video_id,video_title,video_url,playlist_names,priority,target_reason,expected_pedagogical_role,academic_level_guess,transcript_status,already_has_transcript,recommended_for_targeted_fetch,first_pass_l3_fetch_priority,exclusion_reason
VT-V8Od07GQ,Why Pomerol is a Big Deal | Bordeaux Wine Region Explained for WSET Level 3,https://www.youtube.com/watch?v=VT-V8Od07GQ,WSET Level 3 Mock Exam Questions; Grape Varieties for WSET Level 3,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
cgsubPJrxpA,WSET Level 3 Wines -  Understanding Italy Part 1 Introduction And Wine Laws,https://www.youtube.com/watch?v=cgsubPJrxpA,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
px2igvGB8OU,WSET Level 3 Wines - Understanding the Growing Environment Soils Part 1,https://www.youtube.com/watch?v=px2igvGB8OU,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
r2yyn8Uf0z4,WSET Level 3 Wines - Understanding the Growing Environment Water: Part 1,https://www.youtube.com/watch?v=r2yyn8Uf0z4,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
qWxl3BbrR2o,WSET Level 3 Wines - Understanding the Growing Environment: Sunlight,https://www.youtube.com/watch?v=qWxl3BbrR2o,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
zQUGhhDKfVg,WSET Level 3 Wines - Understanding The Napa Valley,https://www.youtube.com/watch?v=zQUGhhDKfVg,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
DyyVNtAHM3c,WSET Level 3 Wines - Understanding the Vine Part 1: Vine Anatomy,https://www.youtube.com/watch?v=DyyVNtAHM3c,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
YT6PnmokZBk,WSET Level 3 Wines Understanding the Growing Environment: Heat - Part 1,https://www.youtube.com/watch?v=YT6PnmokZBk,Understanding WSET Level 3 Wine Theory,B,broad theory explanation,regional_or_varietal_theory_explanation,WSET_L3,failed,false,false,true,
Apig7vb3HHw,"WSET 3 Mock Questions: Northern Italy | Amarone, Pinot Grigio, Exam Answers",https://www.youtube.com/watch?v=Apig7vb3HHw,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions,S,answer structure practice,exam_strategy,WSET_L3,failed,false,false,false,low_pedagogical_value
0BoeJegd12o,How to pass your WSET Level 3 Theory Exam!,https://www.youtube.com/watch?v=0BoeJegd12o,Understanding WSET Level 3 Wine Theory; WSET Level 3 Mock Exam Questions,S,exam technique and theory exam preparation,exam_strategy,WSET_L3,skipped,true,false,false,already_has_transcript
2r3skMdnp2s,Understanding Finger Lakes and Hybrids for WSET L3 including working written question,https://www.youtube.com/watch?v=2r3skMdnp2s,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties,S,written answer technique,exam_strategy,WSET_L3,completed,true,false,false,already_has_transcript
1JgknIBBzSo,Understanding North West Spain for WSET L3 including working written question,https://www.youtube.com/watch?v=1JgknIBBzSo,WSET Level 3 & WSET Diploma (Level 4) - Grape Varieties; Understanding WSET Level 3 Wine Theory,S,written answer technique,exam_strategy,WSET_L3,completed,true,false,false,already_has_transcript
21Vtcu5Sxbo,Understanding South Africa Part 1 for WSET L3 - Intro to South Africa With Working Written Question,https://www.youtube.com/watch?v=21Vtcu5Sxbo,Understanding WSET Level 3 Wine Theory,S,written answer technique,exam_strategy,WSET_L3,completed,true,false,false,already_has_transcript
0OP_CnL9j4w,Understanding South Africa Part 2 - White Grape Varieties With Working Written Question,https://www.youtube.com/watch?v=0OP_CnL9j4w,Understanding WSET Level 3 Wine Theory,S,written answer technique,exam_strategy,UNKNOWN,completed,true,false,false,already_has_transcript
-eZvn1OySHA,Understanding the Rheingau and German Wine Laws for WSET L3 including working written question,https://www.youtube.com/watch?v=-eZvn1OySHA,Understanding WSET Level 3 Wine Theory,S,written answer technique,exam_strategy,WSET_L3,skipped,true,false,false,already_has_transcript
qGzfP9beGJk,Australia WSET Diploma D3 Exam Tips with Mark Pygott MW,https://www.youtube.com/watch?v=qGzfP9beGJk,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,exam strategy,exam_strategy,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
YtdApZQU9BE,Campania WSET Diploma D3 Exam Technique with Mark Pygott MW | Breakdown & Timing Strategy,https://www.youtube.com/watch?v=YtdApZQU9BE,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,written answer technique,exam_strategy,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
ecVDyfgDWhE,"How to Answer WSET D3 Spanish Wine Questions | La Mancha, Rueda, Explained",https://www.youtube.com/watch?v=ecVDyfgDWhE,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,answer structure,exam_strategy,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
CgvD0xbAUy8,How to Answer WSET Diploma D3 Questions | Chardonnay Exam Technique Breakdown,https://www.youtube.com/watch?v=CgvD0xbAUy8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,written answer technique,exam_strategy,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
6svDA6SQXcE,WSET Diploma D3 Exam Technique | Pinot Noir with Mark Pygott MW,https://www.youtube.com/watch?v=6svDA6SQXcE,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,written answer technique,exam_strategy,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
GE4tvWpqP_g,WSET Diploma D3 Exam Technique: Carmenère & Torrontés Masterclass,https://www.youtube.com/watch?v=GE4tvWpqP_g,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,written answer technique,exam_strategy,WSET_DIPLOMA,failed,false,false,false,diploma_level_content
1_ZmXfWqIoo,WSET Diploma D3 Exam Technique | Rioja Age-Category Question Breakdown & Timing Strategy,https://www.youtube.com/watch?v=1_ZmXfWqIoo,WSET Diploma - Unit 3 - Mastering Still Wines of the World,S,written answer technique,exam_strategy,WSET_DIPLOMA,completed,true,false,false,diploma_level_content
D-hbHjgA2o8,"Exploring the Wonders of Portuguese Wine: Climate, Soils, and Vineyard Management",https://www.youtube.com/watch?v=D-hbHjgA2o8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
W8rTDhRLkHs,Norton: The Forgotten Virginia Grape 🍷 | Chelsey Blevins from 53rd Winery & Vineyard,https://www.youtube.com/watch?v=W8rTDhRLkHs,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,viticulture,cause_effect_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
YCC-UlQ97u8,The Climate and Bizarre Viticulture of the Canary Islands,https://www.youtube.com/watch?v=YCC-UlQ97u8,WSET Diploma - Unit 3 - Mastering Still Wines of the World,A,climate and grape-growing reasoning,cause_effect_theory_explanation,UNKNOWN,failed,false,false,false,low_pedagogical_value
